node,lat,lon,degree,pagerank,is_intersection
65280083,37.7769424,-122.4704505,8,0.0001139584107675829,1
65280086,37.7750785,-122.4703166,8,0.00011392644429469279,1
65280094,37.7448686,-122.4682103,2,4.772543895407973e-05,0
65280097,37.744127,-122.4681611,6,0.00011166052871402415,1
65280099,37.7433923,-122.4681124,6,0.00010423024940474676,1
65280104,37.7658342,-122.4696804,4,7.590555564089171e-05,1
65280106,37.7639075,-122.469545,8,0.00012126562070325473,1
65280110,37.7601763,-122.4692852,8,0.00011287630963822566,1
65280114,37.7583097,-122.4691548,8,0.00011428168144612652,1
65280116,37.7564454,-122.4690246,8,0.0001251174921759557,1
65280118,37.7552316,-122.4689545,4,7.327389122607126e-05,1
65280134,37.7749327,-122.4084965,2,4.623157942243162e-05,0
65280136,37.7747987,-122.4083293,4,7.27074030019963e-05,1
65280138,37.7743588,-122.4077779,3,6.693293963422884e-05,1
65280154,37.7906893,-122.4815695,6,0.0001253588821013249,1
65280157,37.790563,-122.4809354,6,0.00014239844100251485,1
65280159,37.7906099,-122.4808543,2,5.837660901788968e-05,0
65280184,37.7110786,-122.3863226,6,0.00010148270858490134,1
65280284,37.7161347,-122.3900339,6,0.00010410545803820335,1
65280289,37.7178997,-122.3924653,5,0.00011488229826619953,1
65280292,37.7179691,-122.39261,8,0.00016229227975422754,1
65280295,37.718487,-122.393545,6,0.00010297733581775975,1
65280297,37.7195594,-122.3954611,8,0.00012695526406960816,1
65280302,37.7206065,-122.397309,8,0.00017163612566691963,1
65280323,37.7204823,-122.4501293,6,9.366158033273354e-05,1
65280326,37.7193559,-122.450852,7,0.00010075497040103201,1
65280347,37.7965829,-122.4562632,6,0.00013343885917359348,1
65280373,37.7941248,-122.4576569,2,5.432541589389831e-05,0
65280377,37.7336837,-122.426389,8,0.00015022067321820415,1
65280380,37.733566,-122.4277144,8,0.00015307845459298463,1
65280384,37.7334845,-122.4285745,8,0.00015718268458032143,1
65280393,37.73318,-122.4311489,5,0.00013973646285728638,1
65280398,37.7330011,-122.4319773,5,0.0001007819193513141,1
65280425,37.7333561,-122.4328258,6,0.00012366235632904916,1
65280432,37.7336038,-122.4341379,6,9.545185225151008e-05,1
65280438,37.7337754,-122.4349924,5,6.796765233886623e-05,1
65280452,37.7340737,-122.4366692,4,0.00010719587698089504,1
65280473,37.7348747,-122.4399937,8,0.00015369159956587518,1
65280488,37.7359776,-122.4419063,6,0.00011903155174207386,1
65280502,37.7316437,-122.4316897,3,5.608309959223509e-05,1
65280506,37.7322495,-122.432147,3,9.503978293696721e-05,1
65280576,37.7343496,-122.438435,4,9.383779433509892e-05,1
65280632,37.708354,-122.455928,4,0.00010662480470757126,1
65280635,37.709549,-122.4576804,8,0.00018735477430825993,1
65280672,37.733143,-122.3719647,2,6.027350664251803e-05,0
65280694,37.7309563,-122.3739205,6,0.00013478362344263365,1
65280709,37.7266122,-122.3779849,2,4.38898246802435e-05,0
65280738,37.7171906,-122.3863094,6,0.0001009010111069497,1
65280743,37.7184431,-122.3851901,6,0.00010425602221006151,1
65280798,37.7511437,-122.4500385,6,0.0001089988179827168,1
65280835,37.7541308,-122.4495919,6,0.00011405582449659477,1
65280848,37.7445991,-122.4535131,4,8.530059155744096e-05,1
65280850,37.7438716,-122.4526894,8,0.00016226112263549938,1
65280896,37.7644163,-122.4301235,6,0.00012239196798851035,1
65280905,37.7640853,-122.430091,2,5.074779746086068e-05,0
65281061,37.7778393,-122.4016133,3,8.05238655694176e-05,1
65281097,37.7778095,-122.400319,7,0.00011290353977087706,1
65281164,37.7746045,-122.4259102,6,0.00016582589316323348,1
65281218,37.7718656,-122.423325,4,0.00011696420308572451,1
65281253,37.7703896,-122.4198676,3,8.200181351078278e-05,1
65281270,37.7391115,-122.4080303,3,5.347953663347774e-05,1
65281338,37.7996087,-122.467236,8,0.00015553040899304754,1
65281401,37.719809,-122.474293,3,3.7464892868892936e-05,1
65281429,37.7852059,-122.3940468,6,0.000157413205659661,1
65281511,37.712886,-122.432678,3,8.395112862805555e-05,1
65281514,37.7127244,-122.4330165,6,8.061499663009778e-05,1
65281547,37.7332051,-122.4939058,3,6.567330793916028e-05,1
65281576,37.7491621,-122.4055609,3,5.1902380153899745e-05,1
65281580,37.748957,-122.4065082,4,9.348627503516484e-05,1
65281582,37.7487187,-122.4067512,4,9.638172754993748e-05,1
65281615,37.7520812,-122.4027136,3,0.00010103333222203208,1
65281639,37.7495355,-122.4029714,3,6.788861396259936e-05,1
65281709,37.7490088,-122.4035409,3,5.707073423212695e-05,1
65281745,37.7498639,-122.4038924,3,4.465499331105195e-05,1
65281752,37.7514659,-122.4033474,3,6.95277801831611e-05,1
65281874,37.7496784,-122.40411,3,4.465499331105195e-05,1
65281916,37.7790353,-122.401857,7,0.00011334877992443253,1
65281944,37.7818136,-122.3970858,3,3.47401667510384e-05,1
65282059,37.7175065,-122.4743876,6,0.00013251115009871764,1
65282123,37.7337798,-122.491574,6,0.0001145691929761988,1
65282185,37.768536,-122.4048807,8,0.00013339979649257692,1
65282190,37.7463266,-122.4043129,3,7.727992094641913e-05,1
65282200,37.7460665,-122.4038324,3,7.208774508955519e-05,1
65282263,37.7431804,-122.3967418,6,0.00011697171534337827,1
65282272,37.8000521,-122.460801,8,0.0001424402822333639,1
65282319,37.7999664,-122.4611674,5,9.058726029841408e-05,1
65282347,37.73375,-122.495416,3,7.368454803007432e-05,1
65282353,37.7321324,-122.4938307,3,7.439298338982896e-05,1
65282365,37.7375715,-122.4072528,4,3.641640328644581e-05,1
65282369,37.7357844,-122.408838,3,6.36758285115038e-05,1
65282382,37.8066603,-122.4753016,3,2.470484408001783e-05,1
65282387,37.8063492,-122.4754022,5,6.914819615902648e-05,1
65282392,37.8063224,-122.4747347,6,0.00012824585430829634,1
65282414,37.8069934,-122.4743306,3,8.141681246014573e-05,1
65282415,37.8072131,-122.4738858,4,7.784192515928278e-05,1
65282467,37.7739075,-122.4060675,3,5.7006957889318154e-05,1
65282474,37.7743967,-122.4049008,4,8.036102514873899e-05,1
65282506,37.7748326,-122.4054471,3,7.409142204971747e-05,1
65282559,37.7763807,-122.4043362,3,7.701525959926493e-05,1
65282565,37.7499176,-122.4220731,2,4.652937207526402e-05,0
65282707,37.7368462,-122.4088531,3,0.00010536711630566751,1
65282779,37.7807911,-122.399635,6,0.00012836636254656537,1
65282840,37.7181861,-122.3979855,4,9.220307124514109e-05,1
65282848,37.7168264,-122.3981949,3,5.048598821436931e-05,1
65282876,37.7315777,-122.4365434,6,0.00011473814518527431,1
65282949,37.7340042,-122.4307097,3,4.012356386232914e-05,1
65282954,37.7325415,-122.4344721,5,8.747299546941613e-05,1
65282960,37.7335455,-122.4312732,4,0.00011992821208170771,1
65283028,37.743904,-122.436591,2,5.1501911301682953e-05,0
65283094,37.7345445,-122.4326633,5,7.717839448053931e-05,1
65283131,37.7142281,-122.4715158,3,7.309976638998007e-05,1
65283145,37.7127383,-122.4698369,3,5.5220181507005135e-05,1
65283366,37.751285,-122.392499,3,7.11763654697666e-05,1
65283375,37.7516609,-122.3920194,3,6.783644227342983e-05,1
65283381,37.7505284,-122.3920742,3,0.00010581353192899605,1
65283387,37.7707844,-122.387792,6,0.00010973175232274616,1
65283442,37.7933396,-122.4503458,3,4.127951488200249e-05,1
65283457,37.7936516,-122.4503161,4,6.178937526006922e-05,1
65283475,37.7562539,-122.3924632,3,7.802998636285509e-05,1
65283492,37.7533476,-122.3922441,3,4.823459579491916e-05,1
65283505,37.7537182,-122.3927828,5,0.00012337820273733465,1
65283514,37.7526646,-122.3906908,6,0.00010427179138074164,1
65283528,37.7558297,-122.3919907,4,8.153462728223587e-05,1
65283592,37.7663056,-122.394533,3,8.417535692020414e-05,1
65283619,37.7633265,-122.3930806,3,5.1272467132464397e-05,1
65283620,37.7627923,-122.3929587,5,9.015050823540403e-05,1
65283638,37.7640696,-122.393181,5,8.049379885003685e-05,1
65283647,37.7606346,-122.3925696,3,7.383896069161135e-05,1
65283717,37.7690186,-122.406891,3,4.6243387733504094e-05,1
65283737,37.7713009,-122.408536,5,9.851747649604941e-05,1
65283764,37.7703545,-122.4097443,5,0.00011173623812305472,1
65283845,37.7189831,-122.3997663,3,7.991935793993726e-05,1
65283873,37.7188433,-122.3989424,3,5.1787680206501026e-05,1
65283891,37.802174,-122.4546,6,0.0001035076644994731,1
65283914,37.7448578,-122.4050938,3,8.880365796939197e-05,1
65283935,37.7474869,-122.4035955,4,8.84340135573371e-05,1
65283938,37.7479122,-122.4036361,3,5.2551758955890104e-05,1
65283986,37.7332119,-122.4937514,3,7.241796677627765e-05,1
65283993,37.7338951,-122.4924804,3,7.241796677627765e-05,1
65284000,37.7321258,-122.4936753,3,5.5515167677310506e-05,1
65284015,37.7696352,-122.415725,3,7.425157569645422e-05,1
65284149,37.7177066,-122.3996997,3,0.00012000003115823562,1
65284190,37.7965605,-122.4558876,6,0.00013660968006526058,1
65284271,37.8074694,-122.4750047,4,0.00010278029291839458,1
65284277,37.8075663,-122.4748435,3,7.957661645641815e-05,1
65284291,37.8073076,-122.4741623,3,8.337868440267876e-05,1
65284336,37.798255,-122.4651976,6,0.00011258512775241957,1
65284362,37.8008617,-122.4627791,8,0.00014678184227151552,1
65284365,37.8014231,-122.4637634,8,0.00014574309943748599,1
65284380,37.7993847,-122.4662955,6,0.00010750331994045987,1
65284433,37.733783,-122.4316382,8,0.00014946643882614747,1
65284563,37.7606795,-122.3856102,6,9.21007300266843e-05,1
65284587,37.7261579,-122.4461539,3,0.00010460180521840234,1
65284600,37.7246222,-122.4474317,3,6.003233715205567e-05,1
65284619,37.723033,-122.4490227,3,7.21502979722208e-05,1
65284635,37.7211225,-122.4477848,4,8.665474985915212e-05,1
65284661,37.7249815,-122.446572,3,8.14884398762954e-05,1
65284677,37.7464093,-122.4047495,3,0.00011537856422414166,1
65284691,37.7484849,-122.4046139,3,5.407265815953466e-05,1
65284708,37.7488295,-122.4063861,3,5.5802424108151896e-05,1
65284716,37.7139895,-122.4516233,3,9.908262206265125e-05,1
65284748,37.7118203,-122.4552202,3,0.00010445803889497645,1
65284828,37.7127152,-122.4706332,3,7.180075454632105e-05,1
65284849,37.7125409,-122.4711665,3,7.860138395408809e-05,1
65284851,37.7129786,-122.4712324,3,8.43621099288727e-05,1
65284868,37.712818,-122.4709658,3,7.309976638998007e-05,1
65284937,37.7334131,-122.4123347,3,8.691572665266963e-05,1
65284950,37.7795605,-122.398188,5,9.17024944900181e-05,1
65284974,37.7755395,-122.4260983,6,0.00012618202942606536,1
65284986,37.7163953,-122.4103679,2,5.957851098955528e-05,0
65284996,37.7641086,-122.4965288,3,5.1808210893880575e-05,1
65285008,37.7627407,-122.4959747,6,0.00016068999920792362,1
65285017,37.7636032,-122.4954216,3,5.678122356125462e-05,1
65285050,37.7481295,-122.40355,4,0.00013240718656350598,1
65285109,37.7812848,-122.4221964,3,5.598099761415542e-05,1
65285133,37.7498571,-122.4056448,3,3.566129685363883e-05,1
65285239,37.7867713,-122.392077,7,0.0001531813035470783,1
65285329,37.7311779,-122.4039966,3,4.0149746789876985e-05,1
65285332,37.7312558,-122.4041026,3,0.00010410364899438842,1
65285341,37.8044845,-122.4482932,6,0.00016247416883685212,1
65285343,37.8047335,-122.4483822,3,0.000114621140392173,1
65285380,37.7102548,-122.4570085,4,8.03389271953328e-05,1
65285464,37.732235,-122.4189679,4,0.00013612940559557644,1
65285599,37.7266031,-122.4024825,3,0.00019550987485317652,1
65285622,37.7776755,-122.3958241,4,8.936162675851321e-05,1
65285626,37.7451801,-122.4042207,3,7.208774508955519e-05,1
65285635,37.7457071,-122.4039108,3,5.5601811367959634e-05,1
65285648,37.7952503,-122.4613692,1,3.203333435993756e-05,0
65285650,37.7955305,-122.4616682,3,3.988125191228959e-05,1
65285688,37.7783974,-122.4489038,6,0.00010376412786001299,1
65285714,37.7352905,-122.3982055,6,0.00010218916062904684,1
65285808,37.7755953,-122.4058242,3,6.370577314256066e-05,1
65285848,37.7720567,-122.4066189,3,7.654133524987659e-05,1
65285870,37.7197923,-122.4757079,4,0.00010491870163522064,1
65285879,37.804193,-122.4268264,4,6.371896449880434e-05,1
65285911,37.7355192,-122.409733,3,6.055351151806441e-05,1
65286004,37.7249698,-122.4015643,3,5.871766465465917e-05,1
65286126,37.7754644,-122.4063783,3,8.084210670401349e-05,1
65286148,37.7738722,-122.4075026,3,4.222764638837514e-05,1
65286153,37.7731673,-122.4077924,3,6.377251604982352e-05,1
65286177,37.7469048,-122.4478935,8,0.00016612031491077827,1
65286184,37.7468686,-122.4471234,6,0.000131897142773279,1
65286187,37.7467627,-122.4466703,4,8.840316575703935e-05,1
65286228,37.7854734,-122.3918298,3,7.530425477814567e-05,1
65286236,37.7851156,-122.3929617,3,4.731370781009431e-05,1
65286336,37.7862969,-122.3957794,5,0.00010926195347739493,1
65286435,37.762238,-122.4056016,3,0.00013462834312428717,1
65286507,37.7632954,-122.3936734,5,9.450111194009182e-05,1
65286515,37.7628271,-122.3923685,5,7.853147265962162e-05,1
65286547,37.7326292,-122.4604378,8,0.00012208223376322785,1
65286605,37.7531466,-122.392734,5,0.00012043268294527079,1
65286610,37.7519531,-122.3926171,5,7.803910496683114e-05,1
65286623,37.7982284,-122.4551228,6,0.0001206679906514919,1
65286673,37.7481275,-122.4662965,6,0.00012410847355334402,1
65286791,37.750168,-122.463316,4,8.817421719585619e-05,1
65286796,37.7926788,-122.478685,6,0.00014120422754767534,1
65286797,37.7929505,-122.4787623,2,5.376671056974639e-05,0
65286844,37.7297331,-122.4405741,3,0.00010445386334828594,1
65286864,37.7737039,-122.408464,4,7.185810612725588e-05,1
65286961,37.7230424,-122.4471702,4,7.481369220467622e-05,1
65286973,37.721364,-122.4484412,4,9.261884805070645e-05,1
65286986,37.7188384,-122.4485358,3,9.953528084734069e-05,1
65286991,37.7083175,-122.4200941,4,7.278351632869522e-05,1
65286997,37.712534,-122.4713401,3,4.915841196357636e-05,1
65287033,37.7139467,-122.4716277,3,7.96055450840229e-05,1
65287063,37.7366761,-122.386662,3,6.176947315094504e-05,1
65287111,37.784551,-122.4228563,4,0.0001332185008070025,1
65287128,37.7854292,-122.424719,4,8.896468741375245e-05,1
65287147,37.7254078,-122.436619,4,6.602104557398119e-05,1
65287172,37.7420989,-122.4569553,4,7.710617327441064e-05,1
65287176,37.7747148,-122.4030808,4,8.027319041027633e-05,1
65287179,37.7745433,-122.4032974,2,4.9579697223567835e-05,0
65287191,37.7363057,-122.3858485,6,0.00014382355755965788,1
65287193,37.7363111,-122.3863103,2,5.6084464814246216e-05,0
65287201,37.7797961,-122.4151521,4,7.404082139491975e-05,1
65287204,37.7795846,-122.4168136,6,0.00010293805869706031,1
65287209,37.7789593,-122.4217245,4,8.167983399690587e-05,1
65287213,37.7785401,-122.4250171,6,0.00011961369403672491,1
65287216,37.7783324,-122.426662,8,0.0001280482255790573,1
65287225,37.7779342,-122.4298027,6,0.00010727842726082352,1
65287229,37.7778174,-122.4307243,5,9.309231865849844e-05,1
65287232,37.7777074,-122.4315916,8,0.00013138678869792787,1
65287243,37.776872,-122.4381475,6,9.512615553848992e-05,1
65287245,37.7766536,-122.4398652,8,0.00011430113641621863,1
65287251,37.7764448,-122.4415072,8,0.00011411046175318068,1
65287254,37.7762357,-122.4431449,8,0.00011927275024246695,1
65287260,37.7760252,-122.4447938,8,0.00012071617954588798,1
65287261,37.7758035,-122.4465376,6,0.00010537510158027703,1
65287262,37.7756853,-122.4474655,6,0.00011753486425904045,1
65287265,37.7756008,-122.4481262,8,0.00014890653115147746,1
65287273,37.7755063,-122.4488647,6,0.00011594473512668628,1
65287277,37.775396,-122.4497281,6,0.00010145642367727433,1
65287280,37.7751857,-122.4513731,6,9.50627219759027e-05,1
65287285,37.7749872,-122.4529258,8,0.00012228109883285414,1
65287287,37.774764,-122.454668,8,0.00012657638868572533,1
65287288,37.7746873,-122.4552749,6,9.697247494996627e-05,1
65287290,37.7745557,-122.4563068,6,9.606916442716689e-05,1
65287298,37.7742984,-122.4583894,6,9.565882826000454e-05,1
65287319,37.7734035,-122.4658983,6,8.854974555081121e-05,1
65287324,37.7733056,-122.468049,6,8.91244067502901e-05,1
65287329,37.7731629,-122.4712572,6,9.346416042680773e-05,1
65287332,37.7731354,-122.471854,6,9.544253252474222e-05,1
65287336,37.7731138,-122.4723243,6,9.272730143319092e-05,1
65287347,37.7728643,-122.4777813,6,8.874481427790811e-05,1
65287349,37.7728153,-122.4788519,6,8.921568718817075e-05,1
65287356,37.7726691,-122.4820656,6,9.905611325193479e-05,1
65287360,37.7725724,-122.4842075,8,0.00012328074573336351,1
65287366,37.7724761,-122.486349,6,8.941559811667446e-05,1
65287373,37.7723294,-122.489565,8,0.00012785892542509,1
65287402,37.7716943,-122.5034885,8,0.00010716663496845748,1
65287415,37.7714001,-122.5099152,6,0.00010321984628901302,1
65287418,37.7713175,-122.5109827,6,0.00011580133885339345,1
65287440,37.7466155,-122.4495208,6,0.00012622509505049646,1
65287442,37.7468467,-122.4498627,6,0.0001245501838417479,1
65287456,37.7473559,-122.4511677,6,0.00012955354295017847,1
65287458,37.7479816,-122.4517658,6,0.00012750117929494307,1
65287464,37.7486825,-122.4521239,6,0.00011175922430652779,1
65287466,37.7493865,-122.452123,6,0.00010584336948199008,1
65287468,37.7512455,-122.452129,6,0.0001047197615719808,1
65287477,37.752299,-122.451687,6,0.00010432171860500266,1
65287483,37.752553,-122.4511127,6,0.00010576665596125255,1
65287486,37.7527502,-122.4507506,6,0.00010639709146640908,1
65287496,37.7536228,-122.4507157,6,0.00011220391507552041,1
65287502,37.7539342,-122.4511271,6,0.000122488343066331,1
65287510,37.7535558,-122.4525821,8,0.0001643272966423324,1
65287542,37.7362922,-122.4653391,6,9.734328447722022e-05,1
65287590,37.7335996,-122.4648989,6,0.00011238501052747912,1
65287605,37.7661655,-122.4621847,4,0.00010428370870344797,1
65287612,37.765174,-122.462116,8,0.0001318277463656259,1
65287616,37.7642385,-122.4620518,8,0.00011818228327209243,1
65287619,37.7623733,-122.4619224,8,0.00012375203143493073,1
65287621,37.760512,-122.461794,8,0.00013646099979651452,1
65287649,37.7595865,-122.460544,4,7.751472986360906e-05,1
65287655,37.7886783,-122.4637763,2,4.370647663162525e-05,0
65287660,37.786728,-122.463637,8,0.00013412386962784046,1
65287662,37.7851372,-122.4635233,8,0.00012161724074426662,1
65287664,37.7848663,-122.4635038,6,9.038971721762045e-05,1
65287668,37.7830001,-122.4633696,8,0.000117872371535942,1
65287672,37.779153,-122.4630929,8,0.0001104852601059743,1
65287674,37.7772822,-122.4629583,8,0.00010796457828770972,1
65287678,37.7754196,-122.4628243,8,0.00011007080748152747,1
65287683,37.7662,-122.4594813,3,5.3865302576036065e-05,1
65287687,37.7652645,-122.459972,8,0.00011169240964729227,1
65287689,37.764333,-122.4599084,8,0.000117706094554806,1
65287691,37.7629566,-122.4597697,6,9.844950277169504e-05,1
65287699,37.786825,-122.461494,6,9.686686012087827e-05,1
65287700,37.7854086,-122.4613916,8,0.00012144937883577283,1
65287702,37.7849629,-122.4613594,8,0.00012618254539955776,1
65287705,37.7830976,-122.4612247,8,0.00012020101747787774,1
65287709,37.7792507,-122.4609468,8,0.00011408742692877237,1
65287711,37.7773796,-122.4608116,8,0.00011363756024613102,1
65287714,37.7755174,-122.460677,8,0.00011390994175515671,1
65287720,37.7435768,-122.4658875,6,9.169763837733072e-05,1
65287725,37.7413221,-122.4667176,8,0.0001331657044383144,1
65287734,37.7400147,-122.4680234,8,0.00012623489117615137,1
65287736,37.738521,-122.4696874,8,0.0001266082708006436,1
65287741,37.7376555,-122.4709552,8,0.0001276368491165433,1
65287746,37.7375643,-122.4731672,6,9.161931017676842e-05,1
65287762,37.7374638,-122.4753833,6,0.00011341449382041289,1
65287763,37.7374195,-122.4763949,8,0.00014091132099576043,1
65287766,37.7373727,-122.4774658,8,0.00013396626996011775,1
65287776,37.7372426,-122.4816643,6,0.00013487769485759707,1
65287782,37.7374818,-122.4828819,2,5.6522556512125837e-05,0
65287805,37.7369632,-122.487495,5,0.00013293878742999602,1
65287831,37.7379087,-122.4901588,4,7.230683275507259e-05,1
65287834,37.7378645,-122.4903922,6,9.826412735451789e-05,1
65287857,37.7370741,-122.4924861,8,0.0001230587896553041,1
65287867,37.7366405,-122.4941464,6,0.00010973776184298552,1
65287871,37.7366118,-122.4946019,8,0.0001201149498685172,1
65287875,37.7365641,-122.495677,8,0.00011391035978422041,1
65287878,37.7365167,-122.496747,8,0.0001150079198412445,1
65287879,37.7364692,-122.4978165,8,0.00012752665309525906,1
65287881,37.7364217,-122.4988879,6,0.00011899944835489564,1
65287885,37.7363742,-122.4999583,8,0.00014002317150664759,1
65287888,37.7363266,-122.5010318,8,0.00013190398600188564,1
65287895,37.7362315,-122.5031768,8,0.0001405033830028257,1
65287898,37.736184,-122.5042462,7,0.0001303235418970151,1
65287902,37.7361365,-122.5053175,7,0.00010790888639715604,1
65287905,37.7360967,-122.5062142,6,9.907703932651709e-05,1
65287922,37.7366312,-122.4313541,8,0.0001216768458029766,1
65287928,37.7361001,-122.430806,8,0.0001251996498044962,1
65287932,37.7355589,-122.4302478,8,0.00014518936532958697,1
65287934,37.7350436,-122.42972,8,0.0001458861852033578,1
65287942,37.7379043,-122.4189423,6,9.735611515991464e-05,1
65287945,37.7378126,-122.4179911,8,0.00012279248594955375,1
65287947,37.737676,-122.4165721,6,9.516443062359718e-05,1
65287952,37.7459644,-122.417837,6,0.0001794666060050115,1
65287958,37.745723,-122.4172368,6,9.546331883822292e-05,1
65287960,37.7454683,-122.4166011,7,0.00011034008915206928,1
65287966,37.7452758,-122.4161253,6,0.00013296156809171298,1
65287987,37.7451166,-122.4157328,6,0.00013655284732493343,1
65288014,37.7460833,-122.4181898,3,9.340036266665966e-05,1
65288088,37.799961,-122.474991,4,7.942930760571447e-05,1
65288096,37.799951,-122.474135,6,0.00011232904227842836,1
65288122,37.801872,-122.4736452,4,7.67974464195084e-05,1
65288140,37.8032758,-122.4732504,6,0.000106503252063606,1
65288165,37.7803083,-122.4411712,6,0.00010286300041116113,1
65288178,37.7547706,-122.4646105,6,9.129700180623965e-05,1
65288182,37.7547232,-122.4656806,8,0.00011464774486856482,1
65288184,37.7546757,-122.4667518,8,0.00011435824387829056,1
65288193,37.7546281,-122.4678139,8,0.0001220756602053235,1
65288215,37.7554422,-122.4700302,4,7.663065725389267e-05,1
65288238,37.7544197,-122.4721407,6,0.00011167703283882071,1
65288256,37.7554405,-122.473352,6,0.00010999995973057277,1
65288271,37.7543384,-122.4743528,8,0.00011061982708186727,1
65288273,37.7542912,-122.4754228,8,0.00011272960281884937,1
65288277,37.7542426,-122.476506,6,9.672939889744286e-05,1
65288280,37.7541945,-122.4775663,8,0.00012595857061290286,1
65288282,37.7541484,-122.4786369,8,0.00010963241494605372,1
65288284,37.7541023,-122.4797079,8,0.00010521080706278514,1
65288285,37.7540551,-122.4807791,8,0.00010326738422524002,1
65288289,37.7540079,-122.4818518,8,0.00010476294423728149,1
65288290,37.7539607,-122.4829214,8,0.00010539795775307557,1
65288293,37.7539135,-122.4839915,8,0.00010673303715363447,1
65288295,37.7538663,-122.4850639,8,0.00010551800631708641,1
65288298,37.7538191,-122.4861351,8,0.0001045253718794833,1
65288302,37.7537718,-122.4872072,8,0.00010240198677526644,1
65288304,37.7537246,-122.4882786,8,0.0001017898308200182,1
65288306,37.7536773,-122.4893514,8,0.00010095528733486198,1
65288308,37.7536301,-122.4904227,8,0.0001010468479448743,1
65288311,37.753583,-122.4914926,8,0.00010131320472141611,1
65288315,37.7535328,-122.492565,8,0.00010223217109837724,1
65288317,37.7534884,-122.4936375,8,0.00010428500204807087,1
65288319,37.7534412,-122.4947088,8,0.00010870221985766044,1
65288321,37.7534142,-122.4953214,6,8.953889990302837e-05,1
65288322,37.753394,-122.4957779,8,0.00011182393661614039,1
65288324,37.7533468,-122.4968507,8,0.0001087970524637004,1
65288329,37.7532995,-122.4979231,8,0.00010774954053220153,1
65288332,37.7532523,-122.4989938,8,0.00010554606579629573,1
65288334,37.7532051,-122.500064,8,0.00010383348492133318,1
65288336,37.7531579,-122.5011364,8,0.0001019637665159502,1
65288338,37.7531106,-122.5022081,8,0.00010161848791079293,1
65288343,37.7530634,-122.5032804,8,0.00010117423813772792,1
65288345,37.7530161,-122.5043519,8,0.00010149366774224,1
65288347,37.752969,-122.5054221,8,0.00010221032856443906,1
65288349,37.7529217,-122.5064939,8,0.00010403759072831286,1
65288350,37.7528744,-122.5075662,8,0.00010784755252191415,1
65288353,37.7528354,-122.5084523,6,8.732757502602332e-05,1
65288552,37.8011754,-122.4508373,5,0.00012986130469891751,1
65288554,37.7997607,-122.4516866,4,6.876658642770434e-05,1
65288560,37.7099147,-122.4203306,5,7.278351632869522e-05,1
65288585,37.7377652,-122.4255356,6,8.998672902076968e-05,1
65288593,37.7373676,-122.4240568,8,0.0001413579896899548,1
65288594,37.7373566,-122.4231171,5,7.218933226602689e-05,1
65288597,37.7372616,-122.4210854,6,9.545652799290636e-05,1
65288603,37.737163,-122.4188243,6,9.732240301411918e-05,1
65288605,37.7371258,-122.4180974,6,9.610429564053027e-05,1
65288607,37.7370461,-122.4166287,6,9.677273261862917e-05,1
65288637,37.7345657,-122.4237942,4,0.0001175176837800544,1
